comment,emotion,sentiment
" Un patrimonio di umanitÃ  che deve essere visto. Ho passato una giornata interessante e utile lÃ  dentro. Consiglio a tutti , anche alle persone che non hanno interesse per l'arte- avrete dopo la visita ð. C'Ã¨ anche possibilitÃ  di visitarlo gratuitamente , ogni giorno dalle 18.00-20.00. ",joy,positive
Sempre piacevole passeggiarci. In questo periodo ci sono tante piante fiorite e aiuole piene di fiori. Servizio di vigilanza molto attento ma discreto. Cammini per chilometri e non te ne accorgi ,joy,positive
"La giornata fredda rende l'atmosfera, intorno al memoriale, ancora piÃ¹ triste.Ã un luogo che fa pensare.... ",sadness,negative
"Leggendo le recensioni su trip ho potuto scoprire ed ammirare i bellisimi e coloratissimi affreschi presenti in questa Chiesa sita in una delle piÃ¹ belle zone di Milano. Grazie alla preziosa presenza di alcuni Volontari del Touring Club Italiano Ã¨ stato possibile avere delle notizie piÃ¹ approfondite di questa magnifica Chiesa di San Maurizio al Monastero Maggiore cosÃ¬ denominata, in quanto, un tempo fu sede del piÃ¹ importante monastero femminile della cittÃ , appartenente all'Ordine Benedettino. E' considerata da autorevoli critici d'arte ""la Cappella Sistina"" di Milano. Dopo anni di restauri Ã¨ possibile ammirarla in tutto il suo spendore. Consigliatissima una visita.",joy,positive
La chiesa e i relativi affreschi sono assolutamente da vedere. Se andate a Milano e amate il bello dell'arte ritagliatevi un mezz'ora per questo gioello.Peraltro l'accesso Ã¨ gratuito anche se Ã¨ gradita (ovviamente) un'offerta libera.,joy,positive
un luogo dove poter capire ed approfondire cosa fosse il muro e cosa rappresentasse per la cittÃ  e i suoi abitanti.,joy,negative
Bellissima chiesa considerata la cappella sistina di Milano per i suoi affreschi! da visitare assolutamente,joy,positive
"Nel maggio scorso mi ero soffermato a descrivere, allegandone le foto, i cinque magnifici portoni in bronzo, che - se si eccettua quello centrale - quasi nessuno degna di uno sguardo sebbene si tratti di pregevoli opere d'arte.Virando un po' piÃ¹ sul misterioso nei giorni scorsi ho osservato, come faccio spesso, i vari mostri e figure demoniache che costellano guglie e pareti, a scopo decorativo e di copertura dei canali di gronda (i cosiddetti gargoyle o doccioni).Ce ne sono circa un centinaio - precisamente 96 - e li volle espressamente Gian Galeazzo Visconti, si narra su richiesta del diavolo in persona, piÃ¹ verosimilmente, invece, con funzioni apotropaiche proprio per tenere lontani i demoni.In ogni caso c'Ã¨ da sbizzarrirsi a guardare le tante figure mostruose, ognuna con una storia e un significato preciso. Una vera e proprio caccia al tesoro che tiene occupati e desti per un bel po'.(*visitato 23 settembre 2020*)",joy,negative
"Ho avuto l'onore di percorrere in bicilcletta con mia moglie Questo immenso Ã¨ stupendo parco!Che dire proprio come nei film il piÃ¹ bello del mondo!Laghetto con le canoe panchine incise coi nomi,statua di balto ecc...S p e T T a c o L a r e!",joy,positive
"Questa chiesa quasi anonima dall esterno, entrando vi lascia a bocca aperta!!  Sia la chiesa che il coro sono tutti affrescati, Ã¨ una visita magnifica che merita assolutamente una sosta nella frenetica Milano! Un grazie di cuore ai volontari del Touring Club che si adoperano per permettere la visita a questo mignifico monumento",joy,positive
"Un momento di relax nella bellissima cittÃ¡ di New York...Abbiamo amato tutto della grande mela e Central park Ã¨ uno dei fiori all'occhiello!Vogliamo ritornarci!!!La gentilezza delle persone,la bellezza del parco e la pace che si respira a pieni polmoni mentre ti godi una bella passeggiata...Tutto molto curato e tenuto bene,un posto da visitare assolutamente ed in particolare lo zoo.Amiamo tutto di New York!!!!",joy,positive
"La visita deve essere prenotata ed e' gratuita, sul sito del parlamento con almeno 2 settimane in anticipo, sul posto c'e' la possibilita' di farlo per i 2 giorni successici facendo la fila nel box dalla parte opposta della strada. Consigliata nei giorni di arrivo in quanto con l'aiuto della audio guida ed il panorama dall'alto della cupola si possono trarre molte informazioni sulle attrazioni della citta' e fatti storici. La cupula tra l'altro e' un esempio di tecnologia. Consigliata nelle ore meno calde",joy,positive
"Difficile dire qualcosa di originale di questo museo. Tutto quello che si legge Ã¨ vero. Immenso il patrimonio pittorico rappresentato; infinito il numero di artisti importanti presenti e di opere esposte. Da solo vale la visita di Madrid. Volevamo fare i ""biglietti salta fila"" acquistati con la app dedicata. In realtÃ  quando siamo arrivati al museo (intorno alle 10.30 - apre alle 10.00) non abbiamo fatto nessuna fila. CosÃ¬ abbiamo potuto acquistare i biglietti direttamente alla biglietteria, beneficiando delle riduzioni per studenti (figlia). La nostra visita Ã¨ durata circa 4 ore: ma direi che era il minimo. All'uscita c'era effettivamente fila alle biglietterie. All'interno c'Ã¨ un bar ed anche un discreto self service, utile quando il tempo si visita incrocia anche quello del pranzo.",joy,positive
"La zona dei navigli Ã¨ sicuramente molto frequentata, e a ragione visto che fare una passeggiata qui, soprattutto al tramonto e alla sera, Ã¨ davvero piacevole. Potete trovare in zona una miriade di locali e ristoranti con le piÃ¹ verie offerte, alcune turistiche altre menoSe questa recensione vi Ã¨ piaciuta, potete leggere le mie altre su Milano (e non solo) e mi fa piacere un click su: Ã Utile? E se volete potete anche seguirmi... Grazie :)",joy,positive
"Nonostante anni di passaggi di fronte a questa chiesa, per la prima volta ieri sono entrato ed ho avuto il piacere di vedere qualcosa di semplicemente spettacolare in pieno centro: sono rimasto sbalordito dalla bellezza degli affreschi, dai due ambienti collegati ma decisamente diversi e dalla cortesia appassionata del personale.Una fantastica scoperta a costo zero!",joy,positive
Fantastico il duomo di Milano con la sua madonnina dorata...passarci di fianco la notte dopo aver fatto serata Ã¨ fantastico. ,joy,positive
"Per respirare aria buona e rilassarsi tra i laghetti di central park, lo consiglio a tutti.Se vai al museo di storia naturale quando esci prenditi una bella pausa sulle panchine. Se invece vai al metropolitan fermati nel famoso laghetto dell barche a vela.",joy,positive
"Francamente si resta senza parole.Anche Milano ha la sua cappella Sistina e, quando i lavori in corso saranno terminati e si potrÃ  accedere al primo piano sarÃ  l'ottava meraviglia del mondo.I volontari del TCI che sorvegliano, non si limitano a ciÃ², ma sono prodighi di consigli e di notizie ulteriori: veramente bravi!La maggior parte degli affreschi sono di Bernardini Lujini, uno degli allievi di Leonardo e, in piÃ¹, c'Ã¨ persino un giallo circa l'esistenza di un affresco rappresentante l'isola nel lago d'Iseo: forse c'Ã¨ la mano di Leonardo? E' un affresco del Lago di Iseo, il piÃ¹ antico finora conosciuto ed apre nuovi scenari nella storia. La data Ã¨ quella del 1509, la stessa di una misteriosa missione di Leonardo da Vinci.",joy,positive
"Pur essendo di Milano ho scoperto solo da un paio di anni questa bellissima chiesa che ha un fascino particolare . Merita una visita anche perchÃ¨ si trova in corso Magenta,a meno di 15 minuti a piedi dal Duomo.",joy,positive
"Tutto perfetto! Effettuato il controllo documenti e borse ed eventuale perquisizione, siamo entrati in questa meravigliosa costruzione. L'ingresso Ã¨  gratuito (su prenotazione) e consiglio di usufruire dell'audioguida (gratuita) , bellissima la vista dall""alto.consigliato giÃ  il primo  giorno in modo da farsi un'idea della disposizuone della cittÃ . ",joy,positive
"Dopo averlo sentito nominare nei racconti di viaggio ed in mille e piÃ¹ film, non si puÃ² saltare una tappa come questa.Splendidi scorci, cura massima (considerata l'elevata estensione logistica).Consigliato.",joy,positive
"Sorpreso, in aprile, di sera, passeggiare lungo i Navigli e cenare fuori in terrazza Ã¨ stata una esperienza piacevole. Il tavolo del ristorante scelto era sulla promenade che consentiva una piacevole postazione sulla sfilata di tanti giovani di varie nazionalitÃ , una serie di palco privilegiato sulla umanitÃ  giovanile che oggi piÃ¹ che mai affolla una nuova ed attesa Milano.",joy,positive
Sicuramente Ã¨ stata la visita che mi ha colpito. Berlino Ã¨ una cittÃ  nuova e ritrovare intatto un luogo della memoria fa piacere. Non spiego quello che si vede inerente il Muro. Andate,joy,positive
"Splendido polmone di Manhattan, pulitissimo e ben organizzato.Consiglio di noleggiare una bici e godervi la vista dei grattacieli dall'interno, lungo la pista ciclabile.",joy,positive
"Una delle chiese,anzi Duomo piÃ¹ bello dâItalia.Assolutamente da visionare sia fuori che dentroLa piazza intorno andrebbe tenuta piÃ¹ âpulitaâ.",joy,positive
Una Meraviglia. Affreschi della famiglia Luini. Architettura. Coro Ligneo. Organo Monumentale. Il tutto perfettamente restaurato. Da visitare piÃ¹ e piÃ¹ volte.,joy,positive
"Tante aspettative. Tante soddisfazioni. Una collezione veramente ampia per gambe e menti instancabili, ben distribuita nello spazio. El Greco lieta sorpresa (solo per me, poco educato nelle arti, naturalmente)",joy,positive
Passando in corso Magenta sono entrata per caso nella chiesa di S. Maurizio e sono rimasta a bocca aperta. Splendida! Merita sicuramente la definizione di cappella Sistina della Lombardia. Necessita assolutamente una visita approfondita che mi propongo di fare al piÃ¹ presto. Assolutamente da vedere,joy,positive
sicuramente da vedere!!.. e' paragonata alla Cappella Sistina..appena entri si rimane senza fiato davanti a qst opere d arte..  ,joy,positive
"Ex monastero di clausura. Nel 1530 Ã¨ stata aggiunta la parte della chiesa. Affrescata da Bernardino Luini, che ha subito l'influenza di Leonardo, Bramante e Raffaello. L'originalitÃ  consiste in aver amalgamato queste influenze ed il risultato Ã¨ magnifico. I volontari del Touring Club quasi sempre sono a disposizione per spiegare i dettagli. Da vedere il coro con l'organo del 1554. Ho assistito ad un concerto del programma ""Milano Arte Musica"". Tenete d'occhio la programmazione.",joy,positive
Tappa imprescindibile per chi va a New York. Il parco ha un'estensione elevatissima per cui ci si mette parecchio per goderlo interamente. Ci si immerge completamente nella natura con lo skyline di Manhattan sullo sfondo. Impagabile.,joy,positive
"Con la mia famiglia abbiamo fatto unâesperienza straordinaria. Visitare il Duomo di Milano Ã¨ stato straordinario. Lâesterno incantevole, mastodontico, lâinterno meraviglioso. Consiglio di visitarlo",joy,positive
"... e nonostante la pioggia Ã¨ uno spettacolo.Una passeggiata a Central Park Ã¨ da fare in ogni stagione; se siete amanti del running Ã¨ uno dei posti ideali per farlo, a NY.",joy,positive
"Se avete immaginato un parco, fatato dove gli scoiattoli girano liberamente dove vedi migliaia di persone fare footing, dove contemporaneamente stanno girando un film giocano a basket e girano carrozzelle questo Ã¨ il posto giusto , tantissimo verde nel cuore di Manhattan laghi, monumenti e uno zoo. Forse ancora di piu'...",joy,positive
Per me la chiesa piÃ¹ bella ed interessante da vedere a Milano. Completamente affrescata e piena di storia. Vale da sola un soggiorno a Milano,joy,positive
"Carino e caratteristico qausi ovunque. Lasciate la machina lontano, lÃ¬ Ã¨ un macello parcheggiare e girare col vostro mezzo, sopratutto sabato sera.",sadness,negative
"I navigli sono unici. Il naviglio pavese, la parte piÃ¹ ""randagia"" piÃ¹ easy. Poi il naviglio grande. Uno spettacolo di odori, colori e UnicitÃ . Cenare o fare un aperitivo sulla sponda non ha prezzo. Ora ha inizio il periodo piÃ¹ bello. I commercianti dei navigli addobbano ogni anno per il  periodo natalizio... E allora avrÃ  inizio la magia ",joy,positive
Ã¨ impressionante rivivere gli anni bui della nostra storia europea.CiÃ² che si prova in questo luogo Ã¨ indescrivibile ,joy,positive
"Scoperta grazie a Tripadvisor, questa chiesa impressiona per la ricchezza delle decorazioni. Il ciclo degli affreschi di Bernardino Luini e dei figli illustra episodi biblici e della vita di Cristo. Volontari gentili e disponibili ad intrattenersi coi visitatori per guidarli alla scoperta delle bellezze di questa e di altre chiese nei dintorni. Da non perdere assolutamente.",joy,positive
Assolutamente da visitare. Bellissimi i murales presenti su un lungo pezzo di ciÃ² che resta del Muro di Berlino. ,joy,positive
"Una sola parola ! WowImmenso, bello, curato, verdeggiante.Vista mozzaffiato... Per grandi e piccoli.",joy,positive
I Navigli regalano a Milano un volto diverso ed originale che sembra differenziarla dall'immagine delle sue attrazioni piÃ¹ famose. Ã sicuramente una bella scoperta per attraversare un'area molto viva della cittÃ . Visita consigliata.,joy,positive
"Belle raffigurazioni che difficilmente fanno pensare ad una costruzione che ""divideva"" essere umani. Consigliata la visita all'annesso museo.",sadness,positive
